****************************************************************************************************
 
Generation payment
----------------------------------------------------------------------------------------------------------------
unit	 time 	 generation payment 	 up-FRP payment 	 dw-FRP payment 	pre-up total payment
----------------------------------------------------------------------------------------------------------------
g1	 1 	 234.545475 			 0.0 			 0.0			 234.545475 
g1	 2 	 71.305909 			 0.0 			 0.0			 71.305909 
g1	 3 	 278.470773 			 0.0 			 0.0			 278.470773 
g1	 4 	 158.209136 			 0.0 			 0.0			 158.209136 
g1	 5 	 54.690535 			 0.0 			 0.0			 54.690535 
g1	 6 	 259.807044 			 0.0 			 0.0			 259.807044 
g1	 7 	 159.51776 			 0.0 			 0.0			 159.51776 
g1	 8 	 107.747423 			 0.0 			 0.0			 107.747423 
g1	 9 	 99.761785 			 0.0 			 0.0			 99.761785 
g1	 10 	 200.418711 			 0.0 			 0.0			 200.418711 
g1	 11 	 171.2859 			 0.0 			 0.0			 171.2859 
g1	 12 	 196.936741 			 0.0 			 0.0			 196.936741 
g1	 13 	 71.693424 			 0.0 			 0.0			 71.693424 
g1	 14 	 187.847965 			 0.0 			 0.0			 187.847965 
g1	 15 	 268.136473 			 0.0 			 0.0			 268.136473 
g1	 16 	 58.599602 			 0.0 			 0.0			 58.599602 
g1	 17 	 77.091028 			 0.0 			 0.0			 77.091028 
g1	 18 	 198.097103 			 0.0 			 0.0			 198.097103 
g1	 19 	 123.93315 			 0.0 			 0.0			 123.93315 
g1	 20 	 211.168776 			 0.0 			 0.0			 211.168776 
g1	 21 	 174.93939 			 0.0 			 0.0			 174.93939 
g1	 22 	 188.564792 			 0.0 			 0.0			 188.564792 
g1	 23 	 71.95299 			 0.0 			 0.0			 71.95299 
g1	 24 	 217.009124 			 0.0 			 0.0			 217.009124 
g1	 25 	 179.216469 			 0.0 			 0.0			 179.216469 
g1	 26 	 112.026835 			 0.0 			 0.0			 112.026835 
g1	 27 	 125.158667 			 0.0 			 0.0			 125.158667 
g1	 28 	 147.530803 			 0.0 			 0.0			 147.530803 
g1	 29 	 99.521791 			 0.0 			 0.0			 99.521791 
